faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
SM|IMMOLATION PROTOCOLS|immolation-protocols-firestorm-assault-force|Firestorm Assault Force – Battle Tactic Stratagem|2|Your turn|Shooting phase|Firestorm Assault Force|firestorm-assault-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|RAPID EMBARKATION|rapid-embarkation-firestorm-assault-force|Firestorm Assault Force – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Firestorm Assault Force|firestorm-assault-force|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|UNBOWED CONVICTION|unbowed-conviction-ironstorm-spearhead|Ironstorm Spearhead – Battle Tactic Stratagem|1|Either player's turn|Command phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|ARMOUR OF CONTEMPT|armour-of-contempt-1st-company-task-force|Ironstorm Spearhead – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|MERCY IS WEAKNESS|mercy-is-weakness-ironstorm-spearhead|Ironstorm Spearhead – Battle Tactic Stratagem|2|Either player's turn|Shooting or Fight phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|VENGEFUL ANIMUS|vengeful-animus-ironstorm-spearhead|Ironstorm Spearhead – Epic Deed Stratagem|1|Either player's turn|Any phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|ANCIENT FURY|ancient-fury-ironstorm-spearhead|Ironstorm Spearhead – Epic Deed Stratagem|1|Your turn|Command phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|POWER OF THE MACHINE SPIRIT|power-of-the-machine-spirit-ironstorm-spearhead|Ironstorm Spearhead – Epic Deed Stratagem|1|Opponent's turn|Shooting phase|Ironstorm Spearhead|ironstorm-spearhead|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Data-link Augury|data-link-augury-fulguris-task-force|Fulguris Task Force Stratagem|1|Your turn|Shooting phase|Fulguris Task Force|fulguris-task-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Reactive Evasion|reactive-evasion-fulguris-task-force|Fulguris Task Force Stratagem|1|Opponent's turn|Movement phase|Fulguris Task Force|fulguris-task-force|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Anti-grav Surge|anti-grav-surge-fulguris-task-force|Fulguris Task Force Stratagem|1|Opponent's turn|Fight phase|Fulguris Task Force|fulguris-task-force|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Adaptive Operations|adaptive-operations-subversion-assets|Subversion Assets Stratagem|1|Your turn|Shooting phase|Subversion Assets|subversion-assets|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|STRIKE FROM THE SHADOWS|strike-from-the-shadows-vanguard-spearhead|Subversion Assets – Battle Tactic Stratagem|1|Your turn|Shooting phase|Subversion Assets|subversion-assets|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Cloaked Position|cloaked-position-subversion-assets|Subversion Assets Stratagem|1|Opponent's turn|Movement phase|Subversion Assets|subversion-assets|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Machine Wrath|machine-wrath-armoured-speartip|Armoured Speartip – Epic Deed Stratagem|1|Either player's turn|Any phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Ceramite Sledgehammer|ceramite-sledgehammer-armoured-speartip|Armoured Speartip – Strategic Ploy Stratagem|1|Your turn|Movement phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Advanced Deployment|advanced-deployment-armoured-speartip|Armoured Speartip – Strategic Ploy Stratagem|1|Your turn|Movement phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|ARMOUR OF CONTEMPT|armour-of-contempt-1st-company-task-force|Armoured Speartip – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Purgation Doctrine|purgation-doctrine-armoured-speartip|Armoured Speartip – Battle Tactic Stratagem|1|Your turn|Shooting phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|RAPID EMBARKATION|rapid-embarkation-firestorm-assault-force|Armoured Speartip – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Armoured Speartip|armoured-speartip|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Codex Discipline|codex-discipline-bastion-task-force|Bastion Task Force – Battle Tactic Stratagem|1|Your turn|Shooting or Fight phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Shock Bombardment|shock-bombardment-bastion-task-force|Bastion Task Force – Strategic Ploy Stratagem|1|Your turn|Shooting or Fight phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Guided Disruption|guided-disruption-bastion-task-force|Bastion Task Force – Strategic Ploy Stratagem|1|Your turn|Shooting or Fight phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Angels Defiant|angels-defiant-bastion-task-force|Bastion Task Force – Battle Tactic Stratagem|1|Opponent's turn|Shooting or Fight phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Opponent's Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Light of Vengeance|light-of-vengeance-bastion-task-force|Bastion Task Force – Battle Tactic Stratagem|1|Your turn|Shooting or Fight phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Heresy Undone|heresy-undone-bastion-task-force|Bastion Task Force – Strategic Ploy Stratagem|1|Your turn|Shooting or Charge phase|Bastion Task Force|bastion-task-force|<b>WHEN:</b> Your Shooting or Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Unyielding Might|unyielding-might-ceramite-sentinels|Ceramite Sentinels – Battle Tactic Stratagem|1|Either player's turn|Command phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Stand to the End|stand-to-the-end-ceramite-sentinels|Ceramite Sentinels – Epic Deed Stratagem|1|Either player's turn|Fight phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Priority Strike|priority-strike-ceramite-sentinels|Ceramite Sentinels – Battle Tactic Stratagem|2|Your turn|Shooting or Fight phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Your Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Augmented Targeting|augmented-targeting-ceramite-sentinels|Ceramite Sentinels – Battle Tactic Stratagem|1|Your turn|Shooting phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|ARMOUR OF CONTEMPT|armour-of-contempt-1st-company-task-force|Ceramite Sentinels – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Evasive Repositioning|evasive-repositioning-ceramite-sentinels|Ceramite Sentinels – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Ceramite Sentinels|ceramite-sentinels|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|ARMOUR OF CONTEMPT|armour-of-contempt-1st-company-task-force|Headhunter Task Force – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Rapid Gunnery|rapid-gunnery-headhunter-task-force|Headhunter Task Force – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Reactive Repositioning|reactive-repositioning-headhunter-task-force|Headhunter Task Force – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Target Weak Point|target-weak-point-headhunter-task-force|Headhunter Task Force – Battle Tactic Stratagem|1|Your turn|Shooting phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Kill Shot|kill-shot-headhunter-task-force|Headhunter Task Force – Battle Tactic Stratagem|1|Your turn|Shooting phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
SM|Machine Vengeance|machine-vengeance-headhunter-task-force|Headhunter Task Force – Epic Deed Stratagem|1|Opponent's turn|Shooting phase|Headhunter Task Force|headhunter-task-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|PEERLESS WARRIOR|peerless-warrior-lions-of-the-emperor|Lions of the Emperor – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|GILDED CHAMPION|gilded-champion-lions-of-the-emperor|Lions of the Emperor – Strategic Ploy Stratagem|1|Either player's turn|Any phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|DEFIANT TO THE LAST|defiant-to-the-last-lions-of-the-emperor|Lions of the Emperor – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|UNLEASH THE LIONS|unleash-the-lions-lions-of-the-emperor|Lions of the Emperor – Strategic Ploy Stratagem|1|Your turn|Command phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|MANOEUVRE AND FIRE|manoeuvre-and-fire-lions-of-the-emperor|Lions of the Emperor – Strategic Ploy Stratagem|1|Your turn|Movement phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|SWIFT AS THE EAGLE|swift-as-the-eagle-lions-of-the-emperor|Lions of the Emperor – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Lions of the Emperor|lions-of-the-emperor|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|SLAYER OF CHAMPIONS|slayer-of-champions-auric-champions|Auric Champions – Epic Deed Stratagem|1|Either player's turn|Any phase|Auric Champions|auric-champions|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|THE EMPEROR’S AUSPICE|the-emperors-auspice-auric-champions|Auric Champions – Epic Deed Stratagem|1|Either player's turn|Shooting or Fight phase|Auric Champions|auric-champions|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|EARNING OF A NAME|earning-of-a-name-auric-champions|Auric Champions – Epic Deed Stratagem|1|Either player's turn|Fight phase|Auric Champions|auric-champions|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AC|SHOULDER THE MANTLE|shoulder-the-mantle-auric-champions|Auric Champions – Epic Deed Stratagem|1|Your turn|Movement phase|Auric Champions|auric-champions|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
